State,Year,value,indicator,unit,higher_is_better,part_of_sti
W.P. Putrajaya,2018,,Non-Domestic Water Share (%),%,False,True
W.P. Putrajaya,2018,10370.37037,Tourism Receipts per Resident (RM),RM,True,True
W.P. Putrajaya,2018,1.3,Unemployment Rate (%),%,False,True
W.P. Putrajaya,2018,,Coastal Poor (%),%,,False
W.P. Putrajaya,2018,,Mangrove Area (ha),ha,,False
W.P. Putrajaya,2018,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Putrajaya,2018,19.464064,Visitors per Resident,ratio,,False
W.P. Putrajaya,2019,3.04,Avg Length of Stay (nights),nights,True,True
W.P. Putrajaya,2019,,Coastal Good+Excellent (%),%,True,True
W.P. Putrajaya,2019,75.9,Labour Force Participation Rate (%),%,True,True
W.P. Putrajaya,2019,,Non-Domestic Water Share (%),%,False,True
W.P. Putrajaya,2019,8187.07811,Tourism Receipts per Resident (RM),RM,True,True
W.P. Putrajaya,2019,1.2,Unemployment Rate (%),%,False,True
W.P. Putrajaya,2019,,Coastal Poor (%),%,,False
W.P. Putrajaya,2019,,Mangrove Area (ha),ha,,False
W.P. Putrajaya,2019,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Putrajaya,2019,18.7946,Visitors per Resident,ratio,,False
W.P. Putrajaya,2020,1.98,Avg Length of Stay (nights),nights,True,True
W.P. Putrajaya,2020,,Coastal Good+Excellent (%),%,True,True
W.P. Putrajaya,2020,76.1,Labour Force Participation Rate (%),%,True,True
W.P. Putrajaya,2020,,Non-Domestic Water Share (%),%,False,True
W.P. Putrajaya,2020,1300.3663,Tourism Receipts per Resident (RM),RM,True,True
W.P. Putrajaya,2020,1.5,Unemployment Rate (%),%,False,True
W.P. Putrajaya,2020,,Coastal Poor (%),%,,False
W.P. Putrajaya,2020,,Mangrove Area (ha),ha,,False
W.P. Putrajaya,2020,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Putrajaya,2020,4.130037,Visitors per Resident,ratio,,False
W.P. Putrajaya,2021,2.23,Avg Length of Stay (nights),nights,True,True
W.P. Putrajaya,2021,,Coastal Good+Excellent (%),%,True,True
W.P. Putrajaya,2021,77.0,Labour Force Participation Rate (%),%,True,True
W.P. Putrajaya,2021,,Non-Domestic Water Share (%),%,False,True
W.P. Putrajaya,2021,590.277778,Tourism Receipts per Resident (RM),RM,True,True
W.P. Putrajaya,2021,1.7,Unemployment Rate (%),%,False,True
W.P. Putrajaya,2021,,Coastal Poor (%),%,,False
W.P. Putrajaya,2021,,Mangrove Area (ha),ha,,False
W.P. Putrajaya,2021,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Putrajaya,2021,1.935816,Visitors per Resident,ratio,,False
W.P. Putrajaya,2022,2.68,Avg Length of Stay (nights),nights,True,True
W.P. Putrajaya,2022,,Coastal Good+Excellent (%),%,True,True
W.P. Putrajaya,2022,77.7,Labour Force Participation Rate (%),%,True,True
W.P. Putrajaya,2022,,Non-Domestic Water Share (%),%,False,True
W.P. Putrajaya,2022,3897.435897,Tourism Receipts per Resident (RM),RM,True,True
W.P. Putrajaya,2022,1.3,Unemployment Rate (%),%,False,True
W.P. Putrajaya,2022,,Coastal Poor (%),%,,False
W.P. Putrajaya,2022,,Mangrove Area (ha),ha,,False
W.P. Putrajaya,2022,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Putrajaya,2022,11.162393,Visitors per Resident,ratio,,False
W.P. Putrajaya,2023,2.08,Avg Length of Stay (nights),nights,True,True
W.P. Putrajaya,2023,,Coastal Good+Excellent (%),%,True,True
W.P. Putrajaya,2023,78.6,Labour Force Participation Rate (%),%,True,True
W.P. Putrajaya,2023,,Non-Domestic Water Share (%),%,False,True
W.P. Putrajaya,2023,5639.73064,Tourism Receipts per Resident (RM),RM,True,True
W.P. Putrajaya,2023,0.9,Unemployment Rate (%),%,False,True
W.P. Putrajaya,2023,,Coastal Poor (%),%,,False
W.P. Putrajaya,2023,,Mangrove Area (ha),ha,,False
W.P. Putrajaya,2023,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Putrajaya,2023,15.993266,Visitors per Resident,ratio,,False
W.P. Putrajaya,2024,2.14,Avg Length of Stay (nights),nights,True,True
W.P. Putrajaya,2024,,Coastal Good+Excellent (%),%,True,True
W.P. Putrajaya,2024,79.1,Labour Force Participation Rate (%),%,True,True
W.P. Putrajaya,2024,,Non-Domestic Water Share (%),%,False,True
W.P. Putrajaya,2024,7788.86118,Tourism Receipts per Resident (RM),RM,True,True
W.P. Putrajaya,2024,1.1,Unemployment Rate (%),%,False,True
W.P. Putrajaya,2024,,Coastal Poor (%),%,,False
W.P. Putrajaya,2024,,Mangrove Area (ha),ha,,False
W.P. Putrajaya,2024,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Putrajaya,2024,21.255195,Visitors per Resident,ratio,,False
W.P. Putrajaya,2025,2.5,Avg Length of Stay (nights),nights,True,True
W.P. Putrajaya,2025,,Coastal Good+Excellent (%),%,True,True
W.P. Putrajaya,2025,79.45,Labour Force Participation Rate (%),%,True,True
W.P. Putrajaya,2025,,Non-Domestic Water Share (%),%,False,True
W.P. Putrajaya,2025,10240.26512,Tourism Receipts per Resident (RM),RM,True,True
W.P. Putrajaya,2025,1.525,Unemployment Rate (%),%,False,True
W.P. Putrajaya,2025,,Coastal Poor (%),%,,False
W.P. Putrajaya,2025,,Mangrove Area (ha),ha,,False
W.P. Putrajaya,2025,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
W.P. Putrajaya,2025,26.064623,Visitors per Resident,ratio,,False
