State,Year,value,indicator,unit,higher_is_better,part_of_sti
Perlis,2024,3379.380054,Tourism Receipts per Resident (RM),RM,True,True
Perlis,2024,4.1,Unemployment Rate (%),%,False,True
Perlis,2024,,Coastal Poor (%),%,,False
Perlis,2024,,Mangrove Area (ha),ha,,False
Perlis,2024,177.0,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perlis,2024,10.865903,Visitors per Resident,ratio,,False
Perlis,2025,2.25,Avg Length of Stay (nights),nights,True,True
Perlis,2025,,Coastal Good+Excellent (%),%,True,True
Perlis,2025,63.3,Labour Force Participation Rate (%),%,True,True
Perlis,2025,,Non-Domestic Water Share (%),%,False,True
Perlis,2025,4077.441077,Tourism Receipts per Resident (RM),RM,True,True
Perlis,2025,3.35,Unemployment Rate (%),%,False,True
Perlis,2025,,Coastal Poor (%),%,,False
Perlis,2025,,Mangrove Area (ha),ha,,False
Perlis,2025,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Perlis,2025,12.646465,Visitors per Resident,ratio,,False
Pulau Pinang,2015,,Avg Length of Stay (nights),nights,True,True
Pulau Pinang,2015,0.0,Coastal Good+Excellent (%),%,True,True
Pulau Pinang,2015,69.9,Labour Force Participation Rate (%),%,True,True
Pulau Pinang,2015,40.517241,Non-Domestic Water Share (%),%,False,True
Pulau Pinang,2015,,Tourism Receipts per Resident (RM),RM,True,True
Pulau Pinang,2015,1.6,Unemployment Rate (%),%,False,True
Pulau Pinang,2015,14.285714,Coastal Poor (%),%,,False
Pulau Pinang,2015,,Mangrove Area (ha),ha,,False
Pulau Pinang,2015,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pulau Pinang,2015,5.500854,Visitors per Resident,ratio,,False
Pulau Pinang,2016,,Avg Length of Stay (nights),nights,True,True
Pulau Pinang,2016,21.428571,Coastal Good+Excellent (%),%,True,True
Pulau Pinang,2016,69.0,Labour Force Participation Rate (%),%,True,True
Pulau Pinang,2016,40.50786,Non-Domestic Water Share (%),%,False,True
Pulau Pinang,2016,,Tourism Receipts per Resident (RM),RM,True,True
Pulau Pinang,2016,2.1,Unemployment Rate (%),%,False,True
Pulau Pinang,2016,7.142857,Coastal Poor (%),%,,False
Pulau Pinang,2016,,Mangrove Area (ha),ha,,False
Pulau Pinang,2016,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pulau Pinang,2016,7.315014,Visitors per Resident,ratio,,False
Pulau Pinang,2017,2.23,Avg Length of Stay (nights),nights,True,True
Pulau Pinang,2017,17.647059,Coastal Good+Excellent (%),%,True,True
Pulau Pinang,2017,67.5,Labour Force Participation Rate (%),%,True,True
Pulau Pinang,2017,41.646489,Non-Domestic Water Share (%),%,False,True
Pulau Pinang,2017,2788.830916,Tourism Receipts per Resident (RM),RM,True,True
Pulau Pinang,2017,2.1,Unemployment Rate (%),%,False,True
Pulau Pinang,2017,5.882353,Coastal Poor (%),%,,False
Pulau Pinang,2017,,Mangrove Area (ha),ha,,False
Pulau Pinang,2017,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pulau Pinang,2017,7.248806,Visitors per Resident,ratio,,False
Pulau Pinang,2018,2.51,Avg Length of Stay (nights),nights,True,True
Pulau Pinang,2018,41.176471,Coastal Good+Excellent (%),%,True,True
Pulau Pinang,2018,67.65,Labour Force Participation Rate (%),%,True,True
Pulau Pinang,2018,41.547619,Non-Domestic Water Share (%),%,False,True
Pulau Pinang,2018,3497.277059,Tourism Receipts per Resident (RM),RM,True,True
Pulau Pinang,2018,2.2,Unemployment Rate (%),%,False,True
Pulau Pinang,2018,0.0,Coastal Poor (%),%,,False
Pulau Pinang,2018,,Mangrove Area (ha),ha,,False
Pulau Pinang,2018,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pulau Pinang,2018,8.197465,Visitors per Resident,ratio,,False
Pulau Pinang,2019,2.5,Avg Length of Stay (nights),nights,True,True
Pulau Pinang,2019,11.764706,Coastal Good+Excellent (%),%,True,True
Pulau Pinang,2019,67.475,Labour Force Participation Rate (%),%,True,True
Pulau Pinang,2019,40.736342,Non-Domestic Water Share (%),%,False,True
Pulau Pinang,2019,3761.872456,Tourism Receipts per Resident (RM),RM,True,True
Pulau Pinang,2019,2.0,Unemployment Rate (%),%,False,True
Pulau Pinang,2019,0.0,Coastal Poor (%),%,,False
Pulau Pinang,2019,381.0,Mangrove Area (ha),ha,,False
Pulau Pinang,2019,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pulau Pinang,2019,8.712687,Visitors per Resident,ratio,,False
Pulau Pinang,2020,2.03,Avg Length of Stay (nights),nights,True,True
Pulau Pinang,2020,35.294118,Coastal Good+Excellent (%),%,True,True
Pulau Pinang,2020,68.25,Labour Force Participation Rate (%),%,True,True
Pulau Pinang,2020,37.072019,Non-Domestic Water Share (%),%,False,True
Pulau Pinang,2020,1394.50701,Tourism Receipts per Resident (RM),RM,True,True
Pulau Pinang,2020,3.6,Unemployment Rate (%),%,False,True
Pulau Pinang,2020,0.0,Coastal Poor (%),%,,False
Pulau Pinang,2020,381.0,Mangrove Area (ha),ha,,False
Pulau Pinang,2020,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pulau Pinang,2020,5.13043,Visitors per Resident,ratio,,False
Pulau Pinang,2021,2.14,Avg Length of Stay (nights),nights,True,True
Pulau Pinang,2021,41.176471,Coastal Good+Excellent (%),%,True,True
Pulau Pinang,2021,69.4,Labour Force Participation Rate (%),%,True,True
Pulau Pinang,2021,36.395349,Non-Domestic Water Share (%),%,False,True
Pulau Pinang,2021,666.091954,Tourism Receipts per Resident (RM),RM,True,True
Pulau Pinang,2021,3.575,Unemployment Rate (%),%,False,True
Pulau Pinang,2021,0.0,Coastal Poor (%),%,,False
Pulau Pinang,2021,381.0,Mangrove Area (ha),ha,,False
Pulau Pinang,2021,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pulau Pinang,2021,2.908543,Visitors per Resident,ratio,,False
Pulau Pinang,2022,2.59,Avg Length of Stay (nights),nights,True,True
Pulau Pinang,2022,52.941176,Coastal Good+Excellent (%),%,True,True
Pulau Pinang,2022,70.1,Labour Force Participation Rate (%),%,True,True
Pulau Pinang,2022,38.479263,Non-Domestic Water Share (%),%,False,True
Pulau Pinang,2022,2095.467861,Tourism Receipts per Resident (RM),RM,True,True
Pulau Pinang,2022,2.7,Unemployment Rate (%),%,False,True
Pulau Pinang,2022,0.0,Coastal Poor (%),%,,False
Pulau Pinang,2022,1058.0,Mangrove Area (ha),ha,,False
Pulau Pinang,2022,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pulau Pinang,2022,5.745879,Visitors per Resident,ratio,,False
Pulau Pinang,2023,2.4,Avg Length of Stay (nights),nights,True,True
Pulau Pinang,2023,58.823529,Coastal Good+Excellent (%),%,True,True
Pulau Pinang,2023,71.3,Labour Force Participation Rate (%),%,True,True
Pulau Pinang,2023,42.905789,Non-Domestic Water Share (%),%,False,True
Pulau Pinang,2023,3280.491933,Tourism Receipts per Resident (RM),RM,True,True
Pulau Pinang,2023,2.2,Unemployment Rate (%),%,False,True
Pulau Pinang,2023,0.0,Coastal Poor (%),%,,False
Pulau Pinang,2023,,Mangrove Area (ha),ha,,False
Pulau Pinang,2023,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pulau Pinang,2023,7.40607,Visitors per Resident,ratio,,False
Pulau Pinang,2024,2.58,Avg Length of Stay (nights),nights,True,True
Pulau Pinang,2024,76.470588,Coastal Good+Excellent (%),%,True,True
Pulau Pinang,2024,72.025,Labour Force Participation Rate (%),%,True,True
Pulau Pinang,2024,43.103448,Non-Domestic Water Share (%),%,False,True
Pulau Pinang,2024,4123.299084,Tourism Receipts per Resident (RM),RM,True,True
Pulau Pinang,2024,2.0,Unemployment Rate (%),%,False,True
Pulau Pinang,2024,0.0,Coastal Poor (%),%,,False
Pulau Pinang,2024,,Mangrove Area (ha),ha,,False
Pulau Pinang,2024,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pulau Pinang,2024,9.222438,Visitors per Resident,ratio,,False
Pulau Pinang,2025,2.65,Avg Length of Stay (nights),nights,True,True
Pulau Pinang,2025,,Coastal Good+Excellent (%),%,True,True
Pulau Pinang,2025,71.65,Labour Force Participation Rate (%),%,True,True
Pulau Pinang,2025,,Non-Domestic Water Share (%),%,False,True
Pulau Pinang,2025,4705.425927,Tourism Receipts per Resident (RM),RM,True,True
Pulau Pinang,2025,2.4,Unemployment Rate (%),%,False,True
Pulau Pinang,2025,,Coastal Poor (%),%,,False
Pulau Pinang,2025,,Mangrove Area (ha),ha,,False
Pulau Pinang,2025,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Pulau Pinang,2025,9.819875,Visitors per Resident,ratio,,False
Sabah,2015,,Avg Length of Stay (nights),nights,True,True
Sabah,2015,62.5,Coastal Good+Excellent (%),%,True,True
Sabah,2015,69.5,Labour Force Participation Rate (%),%,True,True
Sabah,2015,42.934783,Non-Domestic Water Share (%),%,False,True
Sabah,2015,,Tourism Receipts per Resident (RM),RM,True,True
Sabah,2015,5.0,Unemployment Rate (%),%,False,True
Sabah,2015,0.0,Coastal Poor (%),%,,False
Sabah,2015,18998.0,Mangrove Area (ha),ha,,False
Sabah,2015,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sabah,2015,4.225776,Visitors per Resident,ratio,,False
Sabah,2016,,Avg Length of Stay (nights),nights,True,True
Sabah,2016,0.0,Coastal Good+Excellent (%),%,True,True
Sabah,2016,70.8,Labour Force Participation Rate (%),%,True,True
Sabah,2016,42.41908,Non-Domestic Water Share (%),%,False,True
Sabah,2016,,Tourism Receipts per Resident (RM),RM,True,True
Sabah,2016,5.4,Unemployment Rate (%),%,False,True
Sabah,2016,0.0,Coastal Poor (%),%,,False
Sabah,2016,18998.0,Mangrove Area (ha),ha,,False
Sabah,2016,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sabah,2016,4.343642,Visitors per Resident,ratio,,False
Sabah,2017,3.12,Avg Length of Stay (nights),nights,True,True
Sabah,2017,20.833333,Coastal Good+Excellent (%),%,True,True
Sabah,2017,68.4,Labour Force Participation Rate (%),%,True,True
Sabah,2017,44.501718,Non-Domestic Water Share (%),%,False,True
Sabah,2017,1777.017039,Tourism Receipts per Resident (RM),RM,True,True
Sabah,2017,5.6,Unemployment Rate (%),%,False,True
Sabah,2017,4.166667,Coastal Poor (%),%,,False
Sabah,2017,18998.0,Mangrove Area (ha),ha,,False
Sabah,2017,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sabah,2017,4.614153,Visitors per Resident,ratio,,False
Sabah,2018,2.68,Avg Length of Stay (nights),nights,True,True
Sabah,2018,100.0,Coastal Good+Excellent (%),%,True,True
Sabah,2018,68.875,Labour Force Participation Rate (%),%,True,True
Sabah,2018,44.642857,Non-Domestic Water Share (%),%,False,True
Sabah,2018,1925.918325,Tourism Receipts per Resident (RM),RM,True,True
Sabah,2018,5.8,Unemployment Rate (%),%,False,True
Sabah,2018,0.0,Coastal Poor (%),%,,False
Sabah,2018,18998.0,Mangrove Area (ha),ha,,False
Sabah,2018,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sabah,2018,5.222625,Visitors per Resident,ratio,,False
Sabah,2019,2.79,Avg Length of Stay (nights),nights,True,True
Sabah,2019,75.0,Coastal Good+Excellent (%),%,True,True
Sabah,2019,70.0,Labour Force Participation Rate (%),%,True,True
Sabah,2019,43.167702,Non-Domestic Water Share (%),%,False,True
Sabah,2019,2069.716218,Tourism Receipts per Resident (RM),RM,True,True
Sabah,2019,5.8,Unemployment Rate (%),%,False,True
Sabah,2019,0.0,Coastal Poor (%),%,,False
Sabah,2019,390526.0,Mangrove Area (ha),ha,,False
Sabah,2019,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sabah,2019,5.643633,Visitors per Resident,ratio,,False
Sabah,2020,1.96,Avg Length of Stay (nights),nights,True,True
Sabah,2020,0.0,Coastal Good+Excellent (%),%,True,True
Sabah,2020,68.3,Labour Force Participation Rate (%),%,True,True
Sabah,2020,41.713222,Non-Domestic Water Share (%),%,False,True
Sabah,2020,783.023283,Tourism Receipts per Resident (RM),RM,True,True
Sabah,2020,8.2,Unemployment Rate (%),%,False,True
Sabah,2020,0.0,Coastal Poor (%),%,,False
Sabah,2020,390526.0,Mangrove Area (ha),ha,,False
Sabah,2020,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sabah,2020,3.023576,Visitors per Resident,ratio,,False
Sabah,2021,2.31,Avg Length of Stay (nights),nights,True,True
Sabah,2021,12.5,Coastal Good+Excellent (%),%,True,True
Sabah,2021,68.7,Labour Force Participation Rate (%),%,True,True
Sabah,2021,34.615385,Non-Domestic Water Share (%),%,False,True
Sabah,2021,308.269355,Tourism Receipts per Resident (RM),RM,True,True
Sabah,2021,8.5,Unemployment Rate (%),%,False,True
Sabah,2021,0.0,Coastal Poor (%),%,,False
Sabah,2021,365764.0,Mangrove Area (ha),ha,,False
Sabah,2021,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sabah,2021,1.117921,Visitors per Resident,ratio,,False
Sabah,2022,3.06,Avg Length of Stay (nights),nights,True,True
Sabah,2022,8.333333,Coastal Good+Excellent (%),%,True,True
Sabah,2022,68.7,Labour Force Participation Rate (%),%,True,True
Sabah,2022,37.658228,Non-Domestic Water Share (%),%,False,True
Sabah,2022,1413.218542,Tourism Receipts per Resident (RM),RM,True,True
Sabah,2022,7.7,Unemployment Rate (%),%,False,True
Sabah,2022,0.0,Coastal Poor (%),%,,False
Sabah,2022,365764.0,Mangrove Area (ha),ha,,False
Sabah,2022,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sabah,2022,3.686492,Visitors per Resident,ratio,,False
Sabah,2023,2.67,Avg Length of Stay (nights),nights,True,True
Sabah,2023,0.0,Coastal Good+Excellent (%),%,True,True
Sabah,2023,70.675,Labour Force Participation Rate (%),%,True,True
Sabah,2023,35.503876,Non-Domestic Water Share (%),%,False,True
Sabah,2023,1866.433119,Tourism Receipts per Resident (RM),RM,True,True
Sabah,2023,7.525,Unemployment Rate (%),%,False,True
Sabah,2023,0.0,Coastal Poor (%),%,,False
Sabah,2023,,Mangrove Area (ha),ha,,False
Sabah,2023,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sabah,2023,4.470765,Visitors per Resident,ratio,,False
Sabah,2024,3.01,Avg Length of Stay (nights),nights,True,True
Sabah,2024,12.5,Coastal Good+Excellent (%),%,True,True
Sabah,2024,70.55,Labour Force Participation Rate (%),%,True,True
Sabah,2024,17.857143,Non-Domestic Water Share (%),%,False,True
Sabah,2024,2307.322288,Tourism Receipts per Resident (RM),RM,True,True
Sabah,2024,7.6,Unemployment Rate (%),%,False,True
Sabah,2024,0.0,Coastal Poor (%),%,,False
Sabah,2024,,Mangrove Area (ha),ha,,False
Sabah,2024,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sabah,2024,5.50294,Visitors per Resident,ratio,,False
Sabah,2025,3.15,Avg Length of Stay (nights),nights,True,True
Sabah,2025,,Coastal Good+Excellent (%),%,True,True
Sabah,2025,70.425,Labour Force Participation Rate (%),%,True,True
Sabah,2025,,Non-Domestic Water Share (%),%,False,True
Sabah,2025,2597.682781,Tourism Receipts per Resident (RM),RM,True,True
Sabah,2025,6.325,Unemployment Rate (%),%,False,True
Sabah,2025,,Coastal Poor (%),%,,False
Sabah,2025,,Mangrove Area (ha),ha,,False
Sabah,2025,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sabah,2025,5.955786,Visitors per Resident,ratio,,False
Sarawak,2015,,Avg Length of Stay (nights),nights,True,True
Sarawak,2015,68.75,Coastal Good+Excellent (%),%,True,True
Sarawak,2015,68.4,Labour Force Participation Rate (%),%,True,True
Sarawak,2015,43.498818,Non-Domestic Water Share (%),%,False,True
Sarawak,2015,,Tourism Receipts per Resident (RM),RM,True,True
Sarawak,2015,3.5,Unemployment Rate (%),%,False,True
Sarawak,2015,0.0,Coastal Poor (%),%,,False
Sarawak,2015,1037.0,Mangrove Area (ha),ha,,False
Sarawak,2015,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sarawak,2015,5.683879,Visitors per Resident,ratio,,False
Sarawak,2016,,Avg Length of Stay (nights),nights,True,True
Sarawak,2016,43.75,Coastal Good+Excellent (%),%,True,True
Sarawak,2016,67.7,Labour Force Participation Rate (%),%,True,True
Sarawak,2016,44.235294,Non-Domestic Water Share (%),%,False,True
Sarawak,2016,,Tourism Receipts per Resident (RM),RM,True,True
Sarawak,2016,3.3,Unemployment Rate (%),%,False,True
Sarawak,2016,0.0,Coastal Poor (%),%,,False
Sarawak,2016,1037.0,Mangrove Area (ha),ha,,False
Sarawak,2016,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sarawak,2016,5.945156,Visitors per Resident,ratio,,False
Sarawak,2017,3.21,Avg Length of Stay (nights),nights,True,True
Sarawak,2017,91.304348,Coastal Good+Excellent (%),%,True,True
Sarawak,2017,67.8,Labour Force Participation Rate (%),%,True,True
Sarawak,2017,44.482759,Non-Domestic Water Share (%),%,False,True
Sarawak,2017,2655.894155,Tourism Receipts per Resident (RM),RM,True,True
Sarawak,2017,3.0,Unemployment Rate (%),%,False,True
Sarawak,2017,0.0,Coastal Poor (%),%,,False
Sarawak,2017,1037.0,Mangrove Area (ha),ha,,False
Sarawak,2017,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sarawak,2017,6.387719,Visitors per Resident,ratio,,False
Sarawak,2018,3.39,Avg Length of Stay (nights),nights,True,True
Sarawak,2018,95.652174,Coastal Good+Excellent (%),%,True,True
Sarawak,2018,68.275,Labour Force Participation Rate (%),%,True,True
Sarawak,2018,45.647321,Non-Domestic Water Share (%),%,False,True
Sarawak,2018,2917.577104,Tourism Receipts per Resident (RM),RM,True,True
Sarawak,2018,3.175,Unemployment Rate (%),%,False,True
Sarawak,2018,0.0,Coastal Poor (%),%,,False
Sarawak,2018,1037.0,Mangrove Area (ha),ha,,False
Sarawak,2018,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sarawak,2018,6.942089,Visitors per Resident,ratio,,False
Sarawak,2019,3.43,Avg Length of Stay (nights),nights,True,True
Sarawak,2019,95.652174,Coastal Good+Excellent (%),%,True,True
Sarawak,2019,68.075,Labour Force Participation Rate (%),%,True,True
Sarawak,2019,48.397104,Non-Domestic Water Share (%),%,False,True
Sarawak,2019,3090.163934,Tourism Receipts per Resident (RM),RM,True,True
Sarawak,2019,3.1,Unemployment Rate (%),%,False,True
Sarawak,2019,0.0,Coastal Poor (%),%,,False
Sarawak,2019,72587.0,Mangrove Area (ha),ha,,False
Sarawak,2019,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sarawak,2019,7.053813,Visitors per Resident,ratio,,False
Sarawak,2020,2.55,Avg Length of Stay (nights),nights,True,True
Sarawak,2020,13.043478,Coastal Good+Excellent (%),%,True,True
Sarawak,2020,66.2,Labour Force Participation Rate (%),%,True,True
Sarawak,2020,44.97992,Non-Domestic Water Share (%),%,False,True
Sarawak,2020,1379.549252,Tourism Receipts per Resident (RM),RM,True,True
Sarawak,2020,4.3,Unemployment Rate (%),%,False,True
Sarawak,2020,4.347826,Coastal Poor (%),%,,False
Sarawak,2020,72579.0,Mangrove Area (ha),ha,,False
Sarawak,2020,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sarawak,2020,3.828096,Visitors per Resident,ratio,,False
Sarawak,2021,3.03,Avg Length of Stay (nights),nights,True,True
Sarawak,2021,69.565217,Coastal Good+Excellent (%),%,True,True
Sarawak,2021,66.4,Labour Force Participation Rate (%),%,True,True
Sarawak,2021,43.179588,Non-Domestic Water Share (%),%,False,True
Sarawak,2021,784.798832,Tourism Receipts per Resident (RM),RM,True,True
Sarawak,2021,4.5,Unemployment Rate (%),%,False,True
Sarawak,2021,0.0,Coastal Poor (%),%,,False
Sarawak,2021,72579.0,Mangrove Area (ha),ha,,False
Sarawak,2021,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sarawak,2021,2.640696,Visitors per Resident,ratio,,False
Sarawak,2022,3.52,Avg Length of Stay (nights),nights,True,True
Sarawak,2022,47.826087,Coastal Good+Excellent (%),%,True,True
Sarawak,2022,67.5,Labour Force Participation Rate (%),%,True,True
Sarawak,2022,43.474178,Non-Domestic Water Share (%),%,False,True
Sarawak,2022,2195.674146,Tourism Receipts per Resident (RM),RM,True,True
Sarawak,2022,3.8,Unemployment Rate (%),%,False,True
Sarawak,2022,0.0,Coastal Poor (%),%,,False
Sarawak,2022,67634.0,Mangrove Area (ha),ha,,False
Sarawak,2022,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sarawak,2022,6.252274,Visitors per Resident,ratio,,False
Sarawak,2023,3.48,Avg Length of Stay (nights),nights,True,True
Sarawak,2023,0.0,Coastal Good+Excellent (%),%,True,True
Sarawak,2023,69.0,Labour Force Participation Rate (%),%,True,True
Sarawak,2023,47.826087,Non-Domestic Water Share (%),%,False,True
Sarawak,2023,2774.647324,Tourism Receipts per Resident (RM),RM,True,True
Sarawak,2023,3.4,Unemployment Rate (%),%,False,True
Sarawak,2023,0.0,Coastal Poor (%),%,,False
Sarawak,2023,,Mangrove Area (ha),ha,,False
Sarawak,2023,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sarawak,2023,7.153818,Visitors per Resident,ratio,,False
Sarawak,2024,3.09,Avg Length of Stay (nights),nights,True,True
Sarawak,2024,0.0,Coastal Good+Excellent (%),%,True,True
Sarawak,2024,69.65,Labour Force Participation Rate (%),%,True,True
Sarawak,2024,49.451477,Non-Domestic Water Share (%),%,False,True
Sarawak,2024,3160.675273,Tourism Receipts per Resident (RM),RM,True,True
Sarawak,2024,3.4,Unemployment Rate (%),%,False,True
Sarawak,2024,0.0,Coastal Poor (%),%,,False
Sarawak,2024,,Mangrove Area (ha),ha,,False
Sarawak,2024,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sarawak,2024,7.795829,Visitors per Resident,ratio,,False
Sarawak,2025,3.1,Avg Length of Stay (nights),nights,True,True
Sarawak,2025,,Coastal Good+Excellent (%),%,True,True
Sarawak,2025,69.8,Labour Force Participation Rate (%),%,True,True
Sarawak,2025,,Non-Domestic Water Share (%),%,False,True
Sarawak,2025,3613.428763,Tourism Receipts per Resident (RM),RM,True,True
Sarawak,2025,3.15,Unemployment Rate (%),%,False,True
Sarawak,2025,,Coastal Poor (%),%,,False
Sarawak,2025,,Mangrove Area (ha),ha,,False
Sarawak,2025,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Sarawak,2025,8.984934,Visitors per Resident,ratio,,False
Selangor,2015,,Avg Length of Stay (nights),nights,True,True
Selangor,2015,50.0,Coastal Good+Excellent (%),%,True,True
Selangor,2015,73.1,Labour Force Participation Rate (%),%,True,True
Selangor,2015,41.409692,Non-Domestic Water Share (%),%,False,True
Selangor,2015,,Tourism Receipts per Resident (RM),RM,True,True
Selangor,2015,2.4,Unemployment Rate (%),%,False,True
Selangor,2015,0.0,Coastal Poor (%),%,,False
Selangor,2015,385755.0,Mangrove Area (ha),ha,,False
Selangor,2015,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Selangor,2015,3.57122,Visitors per Resident,ratio,,False
Selangor,2016,,Avg Length of Stay (nights),nights,True,True
Selangor,2016,25.0,Coastal Good+Excellent (%),%,True,True
Selangor,2016,74.2,Labour Force Participation Rate (%),%,True,True
Selangor,2016,41.503573,Non-Domestic Water Share (%),%,False,True
Selangor,2016,,Tourism Receipts per Resident (RM),RM,True,True
Selangor,2016,3.2,Unemployment Rate (%),%,False,True
Selangor,2016,0.0,Coastal Poor (%),%,,False
Selangor,2016,385755.0,Mangrove Area (ha),ha,,False
Selangor,2016,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Selangor,2016,3.83438,Visitors per Resident,ratio,,False
Selangor,2017,2.0,Avg Length of Stay (nights),nights,True,True
Selangor,2017,50.0,Coastal Good+Excellent (%),%,True,True
Selangor,2017,75.7,Labour Force Participation Rate (%),%,True,True
Selangor,2017,42.337342,Non-Domestic Water Share (%),%,False,True
Selangor,2017,1843.684862,Tourism Receipts per Resident (RM),RM,True,True
Selangor,2017,2.8,Unemployment Rate (%),%,False,True
Selangor,2017,0.0,Coastal Poor (%),%,,False
Selangor,2017,409456.0,Mangrove Area (ha),ha,,False
Selangor,2017,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Selangor,2017,3.995041,Visitors per Resident,ratio,,False
Selangor,2018,1.87,Avg Length of Stay (nights),nights,True,True
Selangor,2018,83.333333,Coastal Good+Excellent (%),%,True,True
Selangor,2018,75.775,Labour Force Participation Rate (%),%,True,True
Selangor,2018,42.219542,Non-Domestic Water Share (%),%,False,True
Selangor,2018,2036.911197,Tourism Receipts per Resident (RM),RM,True,True
Selangor,2018,2.8,Unemployment Rate (%),%,False,True
Selangor,2018,0.0,Coastal Poor (%),%,,False
Selangor,2018,409456.0,Mangrove Area (ha),ha,,False
Selangor,2018,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Selangor,2018,4.660857,Visitors per Resident,ratio,,False
Selangor,2019,2.24,Avg Length of Stay (nights),nights,True,True
Selangor,2019,16.666667,Coastal Good+Excellent (%),%,True,True
Selangor,2019,75.975,Labour Force Participation Rate (%),%,True,True
Selangor,2019,42.033996,Non-Domestic Water Share (%),%,False,True
Selangor,2019,2389.142497,Tourism Receipts per Resident (RM),RM,True,True
Selangor,2019,2.9,Unemployment Rate (%),%,False,True
Selangor,2019,0.0,Coastal Poor (%),%,,False
Selangor,2019,18998.0,Mangrove Area (ha),ha,,False
Selangor,2019,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Selangor,2019,5.162693,Visitors per Resident,ratio,,False
Selangor,2020,1.64,Avg Length of Stay (nights),nights,True,True
Selangor,2020,16.666667,Coastal Good+Excellent (%),%,True,True
Selangor,2020,75.75,Labour Force Participation Rate (%),%,True,True
Selangor,2020,38.387824,Non-Domestic Water Share (%),%,False,True
Selangor,2020,1008.092188,Tourism Receipts per Resident (RM),RM,True,True
Selangor,2020,4.5,Unemployment Rate (%),%,False,True
Selangor,2020,0.0,Coastal Poor (%),%,,False
Selangor,2020,18998.0,Mangrove Area (ha),ha,,False
Selangor,2020,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Selangor,2020,2.818684,Visitors per Resident,ratio,,False
Selangor,2021,1.83,Avg Length of Stay (nights),nights,True,True
Selangor,2021,50.0,Coastal Good+Excellent (%),%,True,True
Selangor,2021,76.4,Labour Force Participation Rate (%),%,True,True
Selangor,2021,36.436686,Non-Domestic Water Share (%),%,False,True
Selangor,2021,450.34,Tourism Receipts per Resident (RM),RM,True,True
Selangor,2021,4.4,Unemployment Rate (%),%,False,True
Selangor,2021,0.0,Coastal Poor (%),%,,False
Selangor,2021,18998.0,Mangrove Area (ha),ha,,False
Selangor,2021,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
Selangor,2021,1.45574,Visitors per Resident,ratio,,False
Selangor,2022,2.32,Avg Length of Stay (nights),nights,True,True
Selangor,2022,50.0,Coastal Good+Excellent (%),%,True,True
Selangor,2022,76.8,Labour Force Participation Rate (%),%,True,True
Selangor,2022,37.709497,Non-Domestic Water Share (%),%,False,True
Selangor,2022,1238.954371,Tourism Receipts per Resident (RM),RM,True,True
Selangor,2022,3.8,Unemployment Rate (%),%,False,True
Selangor,2022,0.0,Coastal Poor (%),%,,False
Selangor,2022,18998.0,Mangrove Area (ha),ha,,False
Selangor,2022,,Municipal Waste Facility Tonnes/Day,tonnes/day,,False
